1	1000000	22	0.000022000	builder	
1	2000000	19	0.000009500	builder	
1	3000000	32	0.000010667	builder	
1	4000000	29	0.000007250	builder	
1	5000000	43	0.000008600	builder	
1	6000000	68	0.000011333	builder	
1	7000000	79	0.000011286	builder	
1	8000000	67	0.000008375	builder	
1	9000000	68	0.000007556	builder	
1	10000000	124	0.000012400	builder	
5	1000000	11	0.000011000	builder	
5	2000000	24	0.000012000	builder	
5	3000000	39	0.000013000	builder	
5	4000000	106	0.000026500	builder	
5	5000000	56	0.000011200	builder	
5	6000000	85	0.000014167	builder	
5	7000000	91	0.000013000	builder	
5	8000000	201	0.000025125	builder	
5	9000000	107	0.000011889	builder	
5	10000000	127	0.000012700	builder	
10	1000000	34	0.000034000	builder	
10	2000000	35	0.000017500	builder	
10	3000000	46	0.000015333	builder	
10	4000000	176	0.000044000	builder	
10	5000000	81	0.000016200	builder	
10	6000000	101	0.000016833	builder	
10	7000000	100	0.000014286	builder	
10	8000000	244	0.000030500	builder	
10	9000000	289	0.000032111	builder	
10	10000000	341	0.000034100	builder	
25	1000000	29	0.000029000	builder	
25	2000000	65	0.000032500	builder	
25	3000000	78	0.000026000	builder	
25	4000000	198	0.000049500	builder	
25	5000000	219	0.000043800	builder	
25	6000000	226	0.000037667	builder	
25	7000000	470	0.000067143	builder	
25	8000000	399	0.000049875	builder	
25	9000000	450	0.000050000	builder	
25	10000000	431	0.000043100	builder	
50	1000000	46	0.000046000	builder	
50	2000000	107	0.000053500	builder	
50	3000000	189	0.000063000	builder	
50	4000000	247	0.000061750	builder	
50	5000000	851	0.000170200	builder	
50	6000000	510	0.000085000	builder	
50	7000000	533	0.000076143	builder	
50	8000000	767	0.000095875	builder	
50	9000000	2178	0.000242000	builder	
50	10000000	1432	0.000143200	builder	
1	1000000	8	0.000008000	builder	
5	1000000	22	0.000022000	builder	
10	1000000	18	0.000018000	builder	
25	1000000	32	0.000032000	builder	
50	1000000	46	0.000046000	builder	
1	2000000	17	0.000008500	builder	
5	2000000	24	0.000012000	builder	
10	2000000	37	0.000018500	builder	
25	2000000	68	0.000034000	builder	
50	2000000	167	0.000083500	builder	
1	3000000	37	0.000012333	builder	
5	3000000	35	0.000011667	builder	
10	3000000	68	0.000022667	builder	
25	3000000	73	0.000024333	builder	
50	3000000	481	0.000160333	builder	
1	4000000	33	0.000008250	builder	
5	4000000	61	0.000015250	builder	
10	4000000	89	0.000022250	builder	
25	4000000	157	0.000039250	builder	
50	4000000	280	0.000070000	builder	
1	5000000	43	0.000008600	builder	
5	5000000	58	0.000011600	builder	
10	5000000	84	0.000016800	builder	
25	5000000	147	0.000029400	builder	
50	5000000	438	0.000087600	builder	
1	6000000	53	0.000008833	builder	
5	6000000	78	0.000013000	builder	
10	6000000	97	0.000016167	builder	
25	6000000	174	0.000029000	builder	
50	6000000	596	0.000099333	builder	
1	7000000	77	0.000011000	builder	
5	7000000	74	0.000010571	builder	
10	7000000	118	0.000016857	builder	
25	7000000	433	0.000061857	builder	
50	7000000	598	0.000085429	builder	
1	8000000	68	0.000008500	builder	
5	8000000	173	0.000021625	builder	
10	8000000	241	0.000030125	builder	
25	8000000	356	0.000044500	builder	
50	8000000	490	0.000061250	builder	
1	9000000	74	0.000008222	builder	
5	9000000	139	0.000015444	builder	
10	9000000	220	0.000024444	builder	
25	9000000	458	0.000050889	builder	
50	9000000	1634	0.000181556	builder	
1	10000000	167	0.000016700	builder	
5	10000000	320	0.000032000	builder	
10	10000000	242	0.000024200	builder	
25	10000000	468	0.000046800	builder	
50	10000000	1452	0.000145200	builder	
